"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"8191",8191,3643272,43,"CLd03 Annual Fund","9/24/2013 0:00","clS",NA,NA,NA,NA,NA,"15068-2935",2015,6,15332,40.250299,-79.99436
"8192",8192,4004390,25,"CLd05 Annual Fund","2/18/2009 0:00","bwS",NA,"btS",NA,NA,NA,"15213-2801",2015,12,15106,40.404119,-80.09014
"8193",8193,197016,50,"CLd15 Annual Fund","3/7/2016 0:00",NA,"ptT",NA,NA,NA,NA,"33572-3431",2015,9,16066,40.700423,-80.11374
"8194",8194,102846,50,"CLd10 Annual Fund","12/19/2016 0:00",NA,NA,"poS",NA,NA,NA,"15229-1206",2002,6,15222,40.447036,-79.99313
"8195",8195,3045817,25,"CLd14 Annual Fund","6/30/2014 0:00","clS",NA,NA,NA,NA,NA,"15301-2502",2001,9,15143,40.561091,-80.15554
"8196",8196,312239,25,"CLd16 Annual Fund","10/14/2016 0:00",NA,NA,NA,NA,NA,NA,"43950-9349",2013,12,15102,40.324535,-80.03864
"8197",8197,286182,100,"CLd10 Annual Fund","12/4/2014 0:00","clS",NA,NA,NA,NA,NA,"15238-1354",2012,6,15061,40.677132,-80.28881
"8198",8198,3056768,50,"CLd14 Annual Fund","10/1/2002 0:00","ptT",NA,NA,NA,NA,NA,"15202-2608",2011,11,15217,40.430919,-79.92569
"8199",8199,315008,35,"CLd14 Annual Fund","6/19/2008 0:00",NA,NA,NA,NA,NA,NA,"94306-3501",2015,3,15063,40.196694,-79.92642
"8200",8200,3920950,15,"CLd16 Annual Fund","6/29/2016 0:00",NA,"poS",NA,NA,NA,NA,"15146-1140",2016,8,15215,40.497701,-79.9157
"8201",8201,3632571,7000,"CLd10 Special Projects","6/7/1999 0:00",NA,"ptT","ptS",NA,NA,NA,"15143-8377",2016,7,15206,40.468968,-79.91863
"8202",8202,3286001,25,"CLd11 Annual Fund","3/10/2006 0:00","clS",NA,NA,NA,NA,NA,"17111-6940",2016,2,15601,40.298765,-79.54126
"8203",8203,3184338,85,"CLd14 Annual Fund","4/28/2016 0:00",NA,NA,NA,NA,NA,NA,"16127-4550",2011,3,15473,40.080727,-79.75697
"8204",8204,3036715,50,"CLd15 Annual Fund","12/31/2016 0:00","bwS",NA,"poS",NA,NA,NA,"15216-1316",2014,2,44512,41.032675,-80.66467
"8205",8205,3958067,50,"CLd09 Annual Fund","12/4/1998 0:00",NA,NA,NA,NA,NA,NA,"15650-1632",2016,4,15143,40.561091,-80.15554
"8206",8206,3205153,250,"CLd14 Annual Fund","5/18/1999 0:00",NA,NA,NA,NA,NA,NA,"43906-8517",2011,1,15139,40.519518,-79.83762
"8207",8207,3002015,150,"CLd17 Annual Fund","1/5/1999 0:00","bwS",NA,NA,NA,NA,NA,"16046-2384",2012,5,15241,40.329619,-80.07364
"8208",8208,3562687,335,"CLd08 Annual Fund","3/14/2014 0:00",NA,NA,NA,NA,NA,NA,"15044-6081",2009,7,15229,40.518368,-80.03364
"8209",8209,3081391,25,"CLd16 Annual Fund","8/20/2015 0:00","clS",NA,NA,NA,NA,NA,"15642-9145",2015,3,15044,40.631011,-79.95766
"8210",8210,460058,50,"CLd00 Annual Fund","6/30/2014 0:00","bwS","ptT",NA,NA,NA,NA,"16066-4453",1999,11,26038,39.951586,-80.74994
"8211",8211,130711,100,"CLd10 Annual Fund - Turnback","7/25/2005 0:00",NA,NA,NA,NA,NA,NA,"15229-1206",2014,10,15317,40.26819,-80.16222
"8212",8212,301834,100,"CLd10 Annual Fund","6/21/2012 0:00","bwS",NA,NA,NA,NA,NA,"16066-6125",2013,1,15131,40.341469,-79.81105
"8213",8213,399381,375,"CLd14 Annual Fund","7/28/2004 0:00","clS",NA,NA,NA,NA,NA,"15212-1661",2015,9,15217,40.430919,-79.92569
"8214",8214,201418,1000,"CLd17 Annual Fund","11/30/2015 0:00","clS",NA,NA,NA,NA,NA,"15626-1552",2011,3,15232,40.454018,-79.9325
"8215",8215,587502,100,"CLd15 Annual Fund","12/9/2005 0:00","bwS",NA,NA,NA,NA,NA,"15044-7780",2006,7,15210,40.409219,-79.98948
"8216",8216,4054927,100,"CLd16 Annual Fund","1/17/2017 0:00","x$x",NA,NA,NA,NA,NA,"15301-8682",2010,6,15136,40.471618,-80.07695
"8217",8217,3040488,110,"CLd14 Annual Fund","4/30/2016 0:00",NA,"clS",NA,NA,NA,NA,"15136-1143",2012,2,16055,40.713078,-79.73603
"8218",8218,3192622,25,"CLd03 Annual Fund","8/8/1998 0:00","clS",NA,NA,NA,NA,NA,"15089-1430",2010,9,15215,40.497701,-79.9157
"8219",8219,645925,50,"CLd06 Annual Fund","8/29/2014 0:00",NA,NA,NA,NA,NA,NA,"16648-9771",2008,9,94127,37.734964,-122.4597
"8220",8220,3355650,50,"CLd97 Annual Fund","7/13/2007 0:00","clS",NA,NA,NA,NA,NA,"15139-2063",2014,10,15071,40.420319,-80.18692
"8221",8221,3610736,25,"CLd06 Academy Fund","6/8/2006 0:00",NA,NA,NA,NA,NA,NA,"15241-3219",2004,11,15212,40.460669,-80.01144
"8222",8222,3002204,30,"CLd13 Annual Fund","3/7/2016 0:00",NA,NA,NA,NA,NA,NA,"15232-2628",2012,11,15241,40.329619,-80.07364
"8223",8223,334491,25,"CLd14 Annual Fund","11/28/2005 0:00","clS",NA,NA,NA,NA,NA,"15221-3642",2016,8,15090,40.617016,-80.05916
"8224",8224,4009524,3000,"CLd12 Annual Fund","6/10/2014 0:00","bwS",NA,NA,NA,NA,NA,"15044-9481",2000,2,26241,38.920042,-79.8446
"8225",8225,153332,50,"CLd14 Annual Fund","3/1/1999 0:00",NA,NA,NA,NA,NA,NA,"16066-7468",2011,1,16046,40.695658,-80.03359
"8226",8226,3444,25,"CLd13 Annual Fund","9/17/2014 0:00",NA,NA,"btS",NA,NA,NA,"16066-2825",2006,7,15613,40.560849,-79.57544
"8227",8227,232438,200,"CLd12 Annual Fund","2/25/2015 0:00",NA,NA,NA,NA,NA,NA,"15202",2009,4,15021,40.383884,-80.41364
"8228",8228,235802,225,"CLd07 Annual Fund","6/30/2009 0:00",NA,NA,NA,NA,NA,NA,"15068-2846",2015,8,15701,40.626307,-79.16146
"8229",8229,3055308,250,"CLd06 Annual Fund","4/30/2016 0:00","ptS","clS","poS",NA,"ptS",NA,"15668-1143",2016,2,15226,40.394002,-80.01655
"8230",8230,3344900,75,"CLd15 Annual Fund","10/31/2014 0:00","clS","ptS",NA,NA,NA,NA,"15668-2609",1999,7,15143,40.561091,-80.15554
"8231",8231,3064925,25,"CLd16 Annual Fund","5/30/2014 0:00","ptT",NA,NA,"dcS",NA,NA,"15232-1412",2010,3,16055,40.713078,-79.73603
"8232",8232,3447813,250,"CLd06 Annual Fund","8/22/2011 0:00",NA,NA,NA,NA,NA,NA,"15241-1613",2015,6,15668,40.451664,-79.67948
"8233",8233,3623789,60,"CLd16 Annual Fund","9/24/2012 0:00","bwS",NA,"btS",NA,NA,NA,"15239-2717",2016,2,15482,40.062849,-79.76338
"8234",8234,3961748,50,"CLd15 Annual Fund","11/11/2003 0:00","opT","poS",NA,NA,NA,NA,"43952-7011",2002,6,15136,40.471618,-80.07695
"8235",8235,172047,100,"CLd17 Annual Fund","11/30/2016 0:00",NA,"clS",NA,NA,NA,NA,"15143-8611",2010,8,15215,40.497701,-79.9157
"8236",8236,3076378,100,"CLd13 Annual Fund","12/18/2003 0:00","ptT",NA,NA,NA,NA,NA,"15301-9354",2006,7,15102,40.324535,-80.03864
"8237",8237,3507340,250,"CLd14 Annual Fund","11/25/2014 0:00",NA,NA,"poS",NA,NA,NA,"15220-2729",2005,7,15235,40.459518,-79.83277
"8238",8238,3144933,25,"CLd16 Annual Fund","12/4/2016 0:00","bwS","clS",NA,NA,NA,NA,"15243-1078",2015,3,15044,40.631011,-79.95766
"8239",8239,3938775,100,"CLd99 Annual Fund","7/6/2010 0:00",NA,NA,NA,NA,NA,NA,"15228-1003",2010,10,15317,40.26819,-80.16222
"8240",8240,3580823,25,"CLd14 Wine Tasting & Auction","5/22/2014 0:00",NA,NA,NA,NA,NA,NA,"15202-1823",2008,6,15229,40.518368,-80.03364
"8241",8241,4065547,190,"CLd12 Annual Fund","7/24/2008 0:00","ptT",NA,NA,NA,NA,NA,"15116-0255",2016,11,15102,40.324535,-80.03864
"8242",8242,312048,30,"CLd13 Annual Fund","3/16/2012 0:00","clS",NA,NA,NA,NA,NA,"15224-2318",2016,7,15065,40.628522,-79.72566
"8243",8243,116858,5,"CLd14 Wine Tasting & Auction","12/8/2015 0:00","clS",NA,NA,NA,NA,NA,"15216-1004",2015,4,15220,40.430822,-80.04453
"8244",8244,109444,250,"CLd11 Annual Fund","6/24/2015 0:00",NA,NA,NA,NA,NA,NA,"29928-5614",2013,12,15228,40.372802,-80.0448
"8245",8245,4001833,2,"CLd11 Annual Fund","11/8/2013 0:00","ptS",NA,NA,NA,NA,NA,"16063-2726",2015,9,15301,40.170663,-80.25185
"8246",8246,3263426,20,"CLd14 Annual Fund","11/9/1999 0:00",NA,NA,NA,NA,NA,NA,"15218-2433",2002,10,15202,40.502918,-80.0704
"8247",8247,3272321,900,"CLd17 Annual Fund","3/3/2009 0:00",NA,NA,"poS",NA,NA,NA,"15044-8916",2016,2,15215,40.497701,-79.9157
"8248",8248,489469,500,"CLd16 Annual Fund","4/8/2014 0:00","bwS","btS",NA,NA,NA,NA,"15090-7819",2016,12,15642,40.325902,-79.71324
"8249",8249,3287632,100,"CLd12 Annual Fund","9/8/2016 0:00",NA,"clS","opT",NA,NA,NA,"15044-7804",2004,10,16233,41.361473,-79.27869
"8250",8250,3396475,25,"CLd13 Annual Fund","9/10/2007 0:00","bwS",NA,NA,NA,NA,NA,"16059-2554",2015,12,87544,35.86849,-106.29536
"8251",8251,284952,50,"CLd06 Annual Fund","2/11/2013 0:00",NA,"ptT",NA,NA,NA,NA,"15552-1421",2016,7,16052,40.898789,-80.06125
"8252",8252,489517,25,"CLd14 Annual Fund","9/12/2012 0:00",NA,"btS",NA,NA,NA,NA,"15222-3110",2014,10,16066,40.700423,-80.11374
"8253",8253,634524,25,"CLd16 Taste for Talent","8/12/2008 0:00","bwS",NA,NA,NA,NA,NA,"15241-3912",2016,10,15120,40.395336,-79.90635
"8254",8254,640709,250,"CLd16 Wine Tasting & Auction","2/27/2009 0:00",NA,"ptS",NA,NA,NA,NA,"15101-5100",2016,2,15220,40.430822,-80.04453
"8255",8255,3136565,150,"CLd13 Annual Fund","7/10/1997 0:00","bwS",NA,NA,NA,NA,NA,"15090-9471",2016,9,15143,40.561091,-80.15554
"8256",8256,140090,100,"CLd12 Annual Fund","2/18/2016 0:00",NA,"clS",NA,NA,NA,NA,"15203-2411",2016,4,34293,27.055013,-82.3973
"8257",8257,164024,200,"CLd09 Wine Tasting","6/5/2007 0:00",NA,NA,NA,NA,NA,NA,"15243-1012",2004,8,15106,40.404119,-80.09014
"8258",8258,3288108,25,"CLd12 Annual Fund","8/19/2001 0:00","btS",NA,"ptT",NA,NA,NA,"16066-8206",2015,8,15106,40.404119,-80.09014
"8259",8259,169929,25,"CLd17 Annual Fund","12/16/2015 0:00",NA,"clS",NA,NA,NA,NA,"15209-1719",2016,8,15237,40.552768,-80.03227
"8260",8260,178682,25,"CLd16 Annual Fund","9/19/2014 0:00",NA,NA,NA,NA,NA,NA,"15237-3314",2013,3,15211,40.428369,-80.01269
"8261",8261,221606,25,"CLd14 Annual Fund","8/13/2015 0:00","clS",NA,NA,NA,NA,NA,"15108-2420",2010,9,15065,40.628522,-79.72566
"8262",8262,153386,100,"CLd12 Wine Tasting & Auction","9/30/2009 0:00","bwS",NA,NA,NA,NA,NA,"15237-4555",2014,11,15301,40.170663,-80.25185
"8263",8263,124377,100,"CLd14 Annual Fund","7/21/2007 0:00",NA,"clS",NA,NA,NA,NA,"15210-4212",2016,12,15232,40.454018,-79.9325
"8264",8264,53394,50,"CLd11 Annual Fund","9/26/2013 0:00","clS","ptT",NA,NA,NA,NA,"15133-2212",2013,11,15137,40.380219,-79.81017
"8265",8265,4013863,10,"CLd07 Amici Opening","7/31/2016 0:00",NA,NA,NA,NA,NA,NA,"15026-1304",2005,6,15238,40.518701,-79.86744
"8266",8266,4065376,25,"CLd16 Annual Fund","11/29/2011 0:00",NA,"btS",NA,NA,NA,NA,"16046-4006",2013,3,15501,40.02847,-79.1105
"8267",8267,3454750,208,"CLd16 Annual Fund","6/20/2007 0:00","bwS",NA,NA,NA,NA,NA,"15101-3105",2011,6,15237,40.552768,-80.03227
"8268",8268,175624,25,"CLd12 Annual Fund","10/31/2016 0:00","clS",NA,NA,NA,NA,NA,"15147-3884",2016,3,15142,40.379549,-80.12451
"8269",8269,3983310,10,"CLd06 Annual Fund","4/14/2014 0:00",NA,NA,NA,NA,NA,NA,"15234-1069",2004,2,15701,40.626307,-79.16146
"8270",8270,587487,25,"CLd14 Annual Fund","7/7/2011 0:00","clS",NA,NA,NA,NA,NA,"16117-3816",2010,3,15084,40.61357,-79.78095
"8271",8271,3444766,100,"CLd15 Annual Fund","8/9/2007 0:00",NA,NA,NA,NA,NA,NA,"15206-2232",2003,7,15221,40.438035,-79.87191
"8272",8272,3468491,200,"CLd13 Annual Fund","3/3/2000 0:00","bwS",NA,NA,NA,NA,NA,"92509-3923",2008,5,15241,40.329619,-80.07364
"8273",8273,75984,300,"CLd14 Annual Fund","6/3/2008 0:00","clS",NA,"ptT",NA,NA,NA,"15220-2729",2016,2,15044,40.631011,-79.95766
"8274",8274,185008,50,"CLd15 Annual Fund","6/28/2016 0:00",NA,NA,NA,NA,NA,NA,"15206-1721",2013,3,15108,40.500665,-80.18464
"8275",8275,290234,250,"CLd11 Annual Fund","11/1/2010 0:00",NA,NA,NA,NA,NA,NA,"15236-4401",2013,11,15670,40.408295,-79.43967
"8276",8276,3275274,25,"CLd03 Annual Fund","8/19/2011 0:00","ptS",NA,NA,NA,NA,NA,"16652-3581",2014,8,15229,40.518368,-80.03364
"8277",8277,3603149,50,"CLd16 Annual Fund","3/5/2004 0:00",NA,NA,NA,"ptT",NA,NA,"15216-1819",2007,9,15417,40.01933,-79.89869
"8278",8278,3531981,25000,"CLd13 Annual Fund","7/19/2012 0:00","clS","ptS",NA,NA,NA,NA,"15210-4120",2012,2,77040,29.878345,-95.53337
"8279",8279,3002581,25,"CLd01 Academy Fund","10/31/2016 0:00",NA,NA,NA,NA,NA,NA,"15401-4867",2001,3,15243,40.372669,-80.0712
"8280",8280,3508109,100,"CLd17 Annual Fund","7/26/2011 0:00","clS",NA,NA,NA,NA,NA,"43920-9756",2006,9,15146,40.431034,-79.76526
"8281",8281,3517396,10,"CLd14 Annual Fund","3/3/2005 0:00",NA,NA,NA,NA,NA,NA,"15482-0402",2014,12,15044,40.631011,-79.95766
"8282",8282,634524,50,"CLd12 Annual Fund","4/19/2016 0:00",NA,NA,NA,NA,NA,NA,"15014-0102",2015,12,15217,40.430919,-79.92569
"8283",8283,3965660,25,"CLd14 Annual Fund","7/31/2013 0:00","clS",NA,NA,NA,NA,NA,"15102-1889",2014,8,15236,40.342869,-79.97929
"8284",8284,3426409,25,"CLd08 Annual Fund","10/30/2008 0:00",NA,"btS",NA,NA,NA,NA,"15108-3282",2011,7,15211,40.428369,-80.01269
"8285",8285,3558823,10,"CLd14 Annual Fund","3/12/2013 0:00",NA,"clS",NA,NA,NA,NA,"15216-2433",2014,7,15227,40.377869,-79.97516
"8286",8286,256341,75,"CLd00 Annual Fund","2/10/2004 0:00","opT","ptT",NA,NA,NA,NA,"15221-3352",2015,8,15401,39.89822,-79.7311
"8287",8287,576620,250,"CLd14 Annual Fund","11/7/2007 0:00","clS",NA,NA,NA,NA,NA,"26003-6608",2008,11,15146,40.431034,-79.76526
"8288",8288,3795435,25,"CLd11 Annual Fund","8/12/2004 0:00",NA,"btS","ptS",NA,NA,NA,"15241-1517",2012,9,15235,40.459518,-79.83277
"8289",8289,199599,100,"CLd98 Annual Fund","9/9/2016 0:00","bwS",NA,NA,NA,NA,NA,"16059-2409",2001,12,2026,NA,NA
"8290",8290,144034,100,"CLd15 Annual Fund","6/30/2005 0:00",NA,NA,NA,NA,NA,NA,"15044-6098",2014,9,15668,40.451664,-79.67948
"8291",8291,3151721,100,"CLd14 Taste for Talent","9/30/2013 0:00","clS",NA,"btS",NA,NA,NA,"16056-9539",1998,3,34293,27.055013,-82.3973
"8292",8292,3074994,50,"CLd15 Annual Fund","7/13/2015 0:00",NA,NA,NA,NA,NA,NA,"15132-3301",1997,11,15102,40.324535,-80.03864
"8293",8293,3373461,50,"CLd12 Annual Fund","4/17/2000 0:00","bwS",NA,NA,NA,NA,NA,"15215-1567",2014,8,15552,39.805436,-79.00013
"8294",8294,3270332,25,"CLd16 Annual Fund","12/20/2016 0:00","bwS",NA,NA,NA,NA,NA,"15101-3431",1999,9,15201,40.471468,-79.95726
"8295",8295,4049827,25,"CLd15 Annual Fund","12/20/2001 0:00",NA,NA,NA,NA,NA,NA,"15202",2011,6,15010,40.763899,-80.33572
"8296",8296,3853621,470,"CLd16 Annual Fund","7/12/2013 0:00",NA,NA,NA,NA,NA,NA,"15644-3027",2014,9,15202,40.502918,-80.0704
"8297",8297,629309,50,"CLd16 Annual Fund","9/30/2014 0:00",NA,NA,"poS",NA,NA,NA,"15332-3118",2015,7,15237,40.552768,-80.03227
"8298",8298,197149,25,"CLd14 Annual Fund","4/23/2014 0:00",NA,NA,NA,"opT",NA,NA,"15241-3139",2012,6,15217,40.430919,-79.92569
"8299",8299,3870176,500,"CLd15 Annual Fund","11/8/2011 0:00",NA,"poS",NA,NA,NA,NA,"15226-2362",2013,2,16066,40.700423,-80.11374
"8300",8300,3645419,110,"CLd15 Annual Fund","12/31/2001 0:00",NA,"ptS",NA,NA,NA,NA,"15323-2100",2016,4,15068,40.571108,-79.74226
"8301",8301,125094,50,"CLd99 Annual Fund","7/21/2011 0:00",NA,NA,NA,NA,NA,NA,"15317-4868",2013,4,15232,40.454018,-79.9325
"8302",8302,3033457,225,"CLd13 Annual Fund","12/1/2015 0:00","ptT","clS",NA,NA,NA,NA,"15019-2228",2014,10,15642,40.325902,-79.71324
"8303",8303,3251130,25,"CLd99 Annual Fund","10/20/2011 0:00","bwS","clS",NA,NA,NA,NA,"15216-1155",2011,9,15204,40.455118,-80.06008
"8304",8304,47428,100,"CLd14 Annual Fund","8/17/2004 0:00",NA,NA,NA,"ptT",NA,NA,"15209-1018",2012,10,15215,40.497701,-79.9157
"8305",8305,3226699,50,"CLd14 Annual Fund","6/22/2010 0:00",NA,NA,NA,NA,NA,NA,"15065-1333",2013,6,15139,40.519518,-79.83762
"8306",8306,342762,100,"CLd11 Annual Fund","8/22/2016 0:00","opT",NA,NA,NA,NA,NA,"15146-4320",2016,12,43952,40.371185,-80.63426
"8307",8307,576620,300,"CLd05 Academy Fund","3/6/2012 0:00","ptT",NA,"ptS",NA,NA,NA,"15131-2134",2015,10,15228,40.372802,-80.0448
"8308",8308,3035554,250,"CLd15 Annual Fund","9/16/2010 0:00",NA,NA,NA,NA,NA,NA,"15133-2507",2009,9,15090,40.617016,-80.05916
"8309",8309,3205887,25,"CLd09 Annual Fund","6/18/2008 0:00",NA,NA,NA,"dcS",NA,NA,"15210-4212",2014,11,15670,40.408295,-79.43967
"8310",8310,3032101,50,"CLd11 Annual Fund","5/13/2016 0:00",NA,NA,NA,NA,NA,NA,"07740-5502",2014,4,15219,40.443819,-79.98067
"8311",8311,3604601,25,"CLd16 Annual Fund","7/7/2010 0:00","btS",NA,NA,NA,NA,NA,"08648-2909",2015,11,15143,40.561091,-80.15554
"8312",8312,3974521,300,"CLd09 Annual Fund","3/31/2016 0:00",NA,NA,NA,NA,NA,NA,"15102-3480",2013,11,15904,40.289442,-78.86612
"8313",8313,3020652,100,"CLd14 Annual Fund","12/3/2014 0:00","clS","ptT",NA,NA,NA,NA,"16063",2010,12,15221,40.438035,-79.87191
"8314",8314,104324,100,"CLd05 Annual Fund","9/19/2014 0:00",NA,NA,NA,NA,NA,NA,"43964-1621",2015,4,48823,42.747922,-84.47143
"8315",8315,3876955,120,"CLd08 Annual Fund","4/11/2002 0:00","btS","clS",NA,NA,NA,NA,"15215-3220",2000,6,15332,40.250299,-79.99436
"8316",8316,3037095,260,"CLd98 Annual Fund","1/25/2013 0:00","poS",NA,NA,NA,NA,NA,"15147-3882",2016,11,15218,40.424336,-79.88725
"8317",8317,3916958,25,"CLd06 Annual Fund","4/2/2007 0:00",NA,"clS",NA,NA,NA,NA,"17111-6940",2000,8,15668,40.451664,-79.67948
"8318",8318,4034520,150,"CLd12 Annual Fund","10/24/2008 0:00",NA,"clS",NA,NA,NA,NA,"15220-1629",2016,3,15228,40.372802,-80.0448
"8319",8319,3594989,25,"CLd15 Annual Fund","11/30/2007 0:00","bwS",NA,NA,NA,NA,NA,"15209-2629",2007,6,15213,40.443269,-79.95487
"8320",8320,3263794,250,"CLd99 Annual Fund","2/8/2016 0:00","clS",NA,NA,NA,NA,NA,"15136-1740",2012,8,15126,40.454423,-80.26324
"8321",8321,3356546,25,"CLd11 Annual Fund","4/21/2014 0:00",NA,NA,NA,NA,NA,NA,"15241-2639",2009,5,15668,40.451664,-79.67948
"8322",8322,207490,150,"CLd10 Annual Fund - Turnback","7/19/1999 0:00","bwS",NA,NA,NA,NA,NA,"15222-3110",2004,11,15205,40.436618,-80.07289
"8323",8323,3795354,67,"CLd09 Annual Fund","5/1/2007 0:00","bwS",NA,NA,NA,NA,NA,"15066-4008",2014,8,15217,40.430919,-79.92569
"8324",8324,49207,20,"CLd15 Annual Fund","9/13/2016 0:00",NA,NA,NA,NA,NA,NA,"15137-2111",2013,7,16053,40.808934,-79.97811
"8325",8325,35053,150,"CLd03 Annual Fund","11/19/2010 0:00",NA,NA,NA,NA,NA,NA,"16034-9307",2016,6,15022,40.136537,-79.91321
"8326",8326,3074840,250,"CLd07 Annual Fund","9/30/2016 0:00","bwS","clS",NA,NA,NA,NA,"15057-2375",2015,2,15226,40.394002,-80.01655
"8327",8327,3462093,25,"CLd17 Annual Fund","2/16/2016 0:00",NA,NA,NA,NA,NA,NA,"15235-4112",2011,7,15122,40.366177,-79.89418
"8328",8328,181615,1200,"CLd16 Annual Fund","9/21/2016 0:00","bwS","ptS",NA,NA,NA,NA,"15202-0155",2011,1,15217,40.430919,-79.92569
"8329",8329,3979255,50,"CLd13 Annual Fund","8/13/2012 0:00",NA,NA,NA,NA,NA,NA,"15220-3007",2016,7,15139,40.519518,-79.83762
"8330",8330,3541808,50,"CLd16 Annual Fund","5/4/2005 0:00",NA,NA,NA,NA,NA,NA,"20011",2011,4,15212,40.460669,-80.01144
"8331",8331,3642947,100,"CLd12 Annual Fund","6/14/2013 0:00",NA,"ptT",NA,NA,NA,NA,"15801-1335",2016,3,15222,40.447036,-79.99313
"8332",8332,186413,150,"CLd16 Annual Fund","11/19/2014 0:00","clS",NA,NA,NA,NA,NA,"16154-8524",1999,9,15238,40.518701,-79.86744
"8333",8333,3023526,29,"CLd14 Annual Fund","2/15/2005 0:00","clS",NA,NA,NA,NA,NA,"15228-2352",2007,1,15025,40.292974,-79.90179
"8334",8334,295367,300,"CLd16 Annual Fund","5/22/2014 0:00",NA,NA,NA,NA,NA,NA,"15237-4555",2014,12,15137,40.380219,-79.81017
"8335",8335,3408766,25,"CLd14 Annual Fund","10/30/1996 0:00","clS","clS",NA,NA,NA,NA,"15228-1134",2011,10,15143,40.561091,-80.15554
"8336",8336,3036417,50,"CLd04 Annual Fund","9/13/2016 0:00",NA,"ptT",NA,NA,NA,NA,"15851-1230",2013,6,15116,40.533806,-79.96303
"8337",8337,3363786,150,"CLd06 Annual Fund","12/15/2010 0:00",NA,"ptT",NA,NA,NA,NA,"15134-0489",2016,3,15238,40.518701,-79.86744
"8338",8338,57373,36,"CLd11 Annual Fund","9/2/2015 0:00",NA,NA,NA,"poS",NA,NA,"15239-2668",2005,6,16648,40.439272,-78.37421
"8339",8339,3160741,25,"CLd16 Annual Fund","8/16/2000 0:00",NA,NA,NA,"ptS",NA,NA,"16033-7728",2009,5,15239,40.482655,-79.74278
"8340",8340,210605,250,"CLd07 Annual Fund","1/19/2017 0:00","bwS",NA,NA,NA,NA,NA,"15136-1161",2002,11,15317,40.26819,-80.16222
"8341",8341,3424637,50,"CLd13 Annual Fund","8/24/2010 0:00",NA,NA,NA,NA,NA,NA,"15143-8978",2015,12,15220,40.430822,-80.04453
"8342",8342,79346,100,"CLd05 Annual Fund","7/19/1997 0:00",NA,NA,NA,NA,NA,NA,"15143-8903",2012,5,15010,40.763899,-80.33572
"8343",8343,3851658,100,"CLd06 Annual Fund","9/30/2012 0:00","clS",NA,NA,NA,NA,NA,"15931-1721",2015,9,15216,40.400319,-80.03566
"8344",8344,4020648,25,"CLd04 Annual Fund","9/15/2015 0:00","clS",NA,NA,NA,NA,NA,"15201-2153",1998,8,15221,40.438035,-79.87191
"8345",8345,3412726,25,"CLd15 Wine Tasting & Auction","4/28/2014 0:00",NA,"ptS",NA,NA,NA,NA,"15137-2502",2014,9,15690,40.612649,-79.56708
"8346",8346,102846,100,"CLd10 Annual Fund","11/19/2015 0:00","bwS",NA,NA,NA,NA,NA,"21061-5933",2013,9,15116,40.533806,-79.96303
"8347",8347,134703,50,"CLd15 Annual Fund","7/8/2016 0:00",NA,"poS",NA,NA,NA,NA,"15102-3224",2013,7,15317,40.26819,-80.16222
"8348",8348,3101142,35,"CLd09 Annual Fund","4/30/2008 0:00",NA,NA,"poS",NA,NA,NA,"15211-1712",2009,12,15239,40.482655,-79.74278
"8349",8349,542301,105,"CLd17 Annual Fund","8/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15202-2028",2014,12,15211,40.428369,-80.01269
"8350",8350,311613,50,"CLd14 Annual Fund","6/11/2008 0:00","clS",NA,NA,NA,NA,NA,"15142-1127",2002,11,15120,40.395336,-79.90635
"8351",8351,4047412,250,"CLd10 Annual Fund","11/30/2015 0:00",NA,NA,NA,NA,NA,NA,"15237-1882",2014,7,15601,40.298765,-79.54126
"8352",8352,4063806,25,"CLd16 Annual Fund","9/1/2005 0:00",NA,NA,NA,NA,NA,NA,"77380-2215",2005,8,15366,40.110068,-80.031787
"8353",8353,3475092,186,"CLd14 Annual Fund","3/5/2003 0:00",NA,NA,NA,NA,NA,NA,"15129-9280",2016,9,15044,40.631011,-79.95766
"8354",8354,334751,25,"CLd15 Wine Tasting & Auction","2/24/2003 0:00",NA,NA,NA,"poS",NA,NA,"16415-3241",2013,10,15205,40.436618,-80.07289
"8355",8355,3899714,25,"CLd16 Annual Fund","2/27/2014 0:00","bwS",NA,NA,NA,NA,NA,"15759-4516",2008,2,15211,40.428369,-80.01269
"8356",8356,3938425,25,"CLd16 Annual Fund","9/19/2014 0:00",NA,NA,NA,NA,NA,NA,"11804-1025",2014,2,15066,40.73998,-80.29472
"8357",8357,190776,50,"CLd09 Annual Fund","9/25/2015 0:00",NA,NA,NA,NA,NA,NA,"15147-3884",2013,5,15238,40.518701,-79.86744
"8358",8358,203600,100,"CLd15 Wine Tasting & Auction","7/17/2012 0:00","btT",NA,NA,NA,NA,NA,"15090-7331",2008,11,15057,40.357286,-80.23629
"8359",8359,149240,50,"CLd02 Annual Fund","11/13/2003 0:00",NA,NA,NA,NA,NA,NA,"15241-2069",2006,1,15215,40.497701,-79.9157
"8360",8360,3003545,10,"CLd12 Annual Fund","8/25/2015 0:00",NA,"ptS",NA,NA,NA,NA,"15106-1310",2004,2,15632,40.430632,-79.61837
